6081332,0,1167.000000,137.000000,30.000000,30.000000
7122390,0,999.000000,160.000000,30.000000,30.000000
9154702,0,970.000000,301.000000,30.000000,30.000000
11181167,0,1137.000000,331.000000,30.000000,30.000000
14221273,0,1201.000000,235.000000,30.000000,30.000000
15242174,0,1057.000000,225.000000,30.000000,30.000000
17264902,0,1046.000000,313.000000,30.000000,30.000000
18280861,0,1076.000000,427.000000,30.000000,30.000000
20310952,0,1073.000000,532.000000,30.000000,30.000000
22341002,0,1059.000000,666.000000,30.000000,30.000000
24373405,0,1070.000000,741.000000,30.000000,30.000000
25385129,0,1078.000000,794.000000,30.000000,30.000000
