10113504,0,109.000000,398.000000,30.000000,30.000000
12165590,0,142.000000,368.000000,30.000000,30.000000
14188307,0,191.000000,282.000000,30.000000,30.000000
16210885,0,221.000000,194.000000,30.000000,30.000000
18233388,0,239.000000,137.000000,30.000000,30.000000
20255662,0,293.000000,66.000000,30.000000,30.000000
22278344,0,339.000000,94.000000,30.000000,30.000000
24300758,0,369.000000,162.000000,30.000000,30.000000
26323276,0,422.000000,247.000000,30.000000,30.000000
27334660,0,451.000000,323.000000,30.000000,30.000000
29377242,0,468.000000,386.000000,30.000000,30.000000
35444702,0,218.000000,251.000000,30.000000,30.000000
37467105,0,266.000000,255.000000,30.000000,30.000000
39489500,0,337.000000,260.000000,30.000000,30.000000
41512249,0,389.000000,260.000000,30.000000,30.000000
43534646,0,404.000000,261.000000,30.000000,30.000000
52630884,1
